lemma	part_of_speech	translations
johnboat	noun	джо́нбот|плоскодо́нка
joie de vivre	noun	жизнера́достность
join	noun	соедине́ние|стык|объедини́ть|объединя́ть|скрепить|скреплять
join the club		на́шего полку́ при́было
joiner	noun	древоде́л|ме́бельщик|пло́тник|столя́р|соедини́тель
joinery	noun	мебельная фабрика|столярная мастерская|столярка|столярная работа
joint	adjective	объединённый|совме́стный|шарни́р|стык|соедине́ние|суста́в|соедини́ть
joint account	noun	совме́стный счёт
joint venture	noun	СП|совме́стное предприя́тие
joint-stock company	noun	АО|акционе́рное о́бщество
jointer plane	noun	фуга́нок
jointly	adverb	вме́сте|совме́стно|сообща́
joke	noun	анекдо́т|шу́тка|шутка|остро́та|кло́ун|посме́шище|пошути́ть
jollytail	noun	пятни́стая гала́ксия
jolt	noun	толчо́к|тря́ска|встря́ска|уда́р|шок|трясти́
jonquil	noun	жонки́лия
josh	verb	подшучивать|разы́грывать
jostle	noun	да́вка|су́толока|толкотня́|толку́чка|пиха́ться|толка́ться
jot	noun	йо́та|набра́сывать|наброса́ть|черка́ть|черкну́ть|чёркать
jot down	verb	набросать|черкнуть
jotun	noun	ётун
joule	noun	джо́уль|джоуль
jour fixe	noun	журфикс
journal	noun	дневни́к|судово́й журна́л|ца́пфа|шпи́ндель|газе́та|журна́л
journalism	noun	журнали́стика|журналистика
journalist	noun	журнали́ст|журнали́стка|газе́тчик|газе́тчица|корреспонде́нт|корреспонде́нтка
journalistic	adjective	журнали́стский|журналистский
journey	noun	воя́ж|пое́здка|путеше́ствие|турне́|путеше́ствовать
journeyman	noun	подмасте́рье
joust	noun	турни́р|поеди́нок
jousting	noun	поединок|рыцарский поединок|сшибка на копьях
jovial	adjective	весёлый|жовиальный
jowl	noun	че́люсть
joy	noun	весе́лье|ра́дость|радость
joyful	adjective	весёлый|ра́достный
joyfulness	noun	веселье|радость
joyous	adjective	радостный
joystick	noun	джо́йстик
jubilant	adjective	ликующий
jubilarian	noun	юбиля́р
jubilation	noun	ликова́ние
jubilee	noun	юбиле́й|пра́зднество
judder	noun	вибра́ция|дрожание|вибри́ровать|дрожа́ть|колеба́ться
judge	noun	судья́|судья|арби́тр|ре́фери́|знато́к|цени́тель|суди́ть
judgement day	noun	стра́шный суд|су́дный день
judgment	noun	осужде́ние|сужде́ние|проце́сс|разбира́тельство|пригово́р
judicial	adjective	суде́бный
judicial review	noun	суде́бный контро́ль|суде́бный надзо́р
judiciary	noun	суде́бная власть
judicious	adjective	рассудительный
judiciously	adverb	рассуди́тельно
judo	noun	дзюдо́|дзюдо
judoka	noun	дзюдо́ка|дзюдои́ст|дзюдои́стка
jug	noun	кувши́н|графи́н|жбан
jug-eared	adjective	лопоу́хий
juggernaut	noun	джаггерна́ут|грузови́к
juggle	verb	жонгли́ровать|жонглировать
juggler	noun	жонглёр|жонглёрша
juggling	noun	жонглёрство|жонгли́рование
jugular	adjective	ше́йный
jugular vein	noun	яре́мная ве́на
juice	noun	сок|горю́чее|то́пливо|ток|доить|цедить
juicer	noun	соковыжима́лка
juicy	adjective	со́чный|сочный|волну́ющий|захва́тывающий|соблазни́тельный
jujitsu	noun	джиу-джи́тсу|дзюдзю́цу
jujube	noun	уна́би|жужу́б|жужу́ба|кита́йский фи́ник|юю́ба
juke	noun	бар|придорожная закусочная
jukebox	noun	музыка́льный автома́т|проигрыватель-автомат
julienne	noun	жулье́н|жюлье́н|соло́мка|[[наре́зать]] [[соломка|соло́мкой]]|[[нареза́ть]] [[соломка|соло́мкой]]|[[ре́зать]] [[соломка|соло́мкой]]
jumble	noun	ку́ча|мешани́на|пу́таница|перемешать|перемешивать|перепу́тывать
jumbo	adjective	гига́нтский|огро́мный
jump	noun	прыжо́к|скачо́к|пры́гать|пры́гнуть|скака́ть|скакну́ть
jump down someone's throat	verb	затыка́ть рот|не дава́ть слова сказа́ть
jump for joy	verb	плясать от радости
jump on the bandwagon	verb	примазаться
jump rope	noun	скака́лка
jump scare	noun	скри́мер
jump the gun	verb	[[соверши́ть]] [[фальста́рт]]|[[де́йствовать]] [[преждевре́менно]]|поспешить|поторопиться
jumper	noun	прыгу́н|прыгу́нья|дже́мпер|пуло́ве́р|сви́тер|перемы́чка
jumper cable	noun	[[про́вод]] [[прику́ривание|прику́ривания]]|прику́риватель|ста́ртер-ка́бель
jumping jack	noun	звёздочка
jumping spider	noun	пау́к-скаку́н|пау́к-скаку́нчик
jun	noun	чон
junco	noun	юнко
junction	noun	объедине́ние|соедине́ние|перекрёсток
juncture	noun	[[ме́сто]] [[соединение|соедине́ния]]|соедине́ние|спай|стык|конъюнкту́ра|положе́ние дел
jungle	noun	джу́нгли|джунгли
jungle cat	noun	камышо́вая ко́шка|камышо́вый кот|ха́ус|боло́тная рысь
jungle gym	noun	констру́кция для ла́зания|сте́нка для ла́зания
junior	adjective	мла́дший
juniper	noun	арча́|можжеве́льник|я́ловец|можжевельник
juniper berry	noun	можжевёловая я́года
junk	noun	барахло́|ру́хлядь|хлам|джо́нка|джонка|дурь|вы́бросить
junk food	noun	джанк-фу́д|нездоро́вая пи́ща|неполноценная пища|пусты́е кало́рии|тяжёлая пища
junk mail	noun	джанк-ме́йл|макулату́рная по́чта|нежела́тельная по́чта|почто́вая макулату́ра|почто́вый му́сор
junket	noun	приятная пое́здка|увеселительная пое́здка за казённый счёт|веселиться|пировать|соверши́ть приятную прогулку|устра́ивать пра́здник
junkie	noun	люби́тель|энтузиа́ст
junkman	noun	старьёвщик
junkyard	noun	сва́лка
junta	noun	ху́нта
jurisdiction	noun	юрисди́кция
jurisdictionalism	noun	юрисдикционализм
jurisprudence	noun	законове́дение|пра́во|правове́дение|юриспруде́нция
jurist	noun	юри́ст|юрист
juror	noun	прися́жная|прися́жный|член [[жюри́]]
jury	noun	присяжный|суд прися́жных|жюри́
jury nullification	noun	нуллифици́рующий верди́кт суда́ прися́жных
jury-rig	verb	на скорую ру́ку|сде́лать
jury-rigged	adjective	импровизированный
jussive	noun	юсси́в
just	adjective	пра́вильный|ве́рный|то́чный|безоши́бочный|справедли́вый|беспристра́стный|лишь
just a minute		мину́точку
just a second		секу́ндочку
just deserts	noun	по заслугам|справедливое наказа́ние
just enough		как раз|ро́вно сто́лько, ско́лько
just in case	adverb	на вся́кий слу́чай|[[а то́]] [[ма́ло ли]]|на вся́кий пожа́рный|на вся́кий пожа́рный слу́чай|[[в слу́чае]] [[е́сли]]|[[на слу́чай]] [[е́сли]]
just in time	adverb	как раз
just like that	adverb	взял, да и|ни с того, ни с сего
just now	adverb	то́лько что|сейча́с|сейчас|сию́ мину́ту
just the same	adverb	всё равно́|всё-таки
justice	noun	справедли́вость|справедливость|правосудие|правосу́дие|юсти́ция|судья́
justification	noun	оправда́ние|выра́внивание
justified	adjective	опра́вданный
justify	verb	объясни́ть|объясня́ть|опра́вдывать|оправда́ть|извини́ть|извиня́ть
justly	adverb	справедли́во
jut	noun	вы́ступ|вы́ступить|выпира́ть|выступа́ть|торча́ть
juvenile	adjective	малоле́тний|ю́ношеский
juvenile delinquency	noun	престу́пность несовершенноле́тних
juxtalinear	adjective	подстро́чный
juxtapose	verb	сопоставлять
juxtaposition	noun	бли́зость
juz	noun	Джуз
kabaragoya	noun	полоса́тый вара́н
kaboom		ба-ба́х|баба́х|бах|бац|бум|бух
kabuki	noun	кабу́ки|кабуки
kabuto	noun	кабу́то
kaddish	noun	кадиш
kaffir	noun	кафр
kafir	noun	гяу́р|ка́фи́р|кя́фи́р
kaftan	noun	кафта́н|кафтан
kagu	noun	ка́гу
kailan	noun	гайла́нь
kaisa	noun	ка́йса
kaizen	noun	кайдзе́н|кайдзэ́н
kaj	noun	кадж
kaji	noun	кадж
kakapo	noun	какапо́|сови́ный попуга́й
kakistocracy	noun	какистокра́тия
kalach	noun	кала́ч|кола́ч
kalanchoe	noun	каланхо́е|каланхо́э
kalbi	noun	га́льби|ка́льби
kale	noun	браунко́ль|грюнко́ль|кале́|листова́я капу́ста
kaleidoscope	noun	калейдоско́п|калейдоскоп
kalima	noun	кали́ма|калима́
kalokagathia	noun	калокага́тия|калокагати́я
kamancheh	noun	кеманча́|кяманча́
kamikaze	noun	камика́дзе|сме́ртник|сме́ртница
kamikaze drone	noun	дрон-камика́дзе
kamora	noun	камо́ра
kana	noun	ка́на
kanaka	noun	кана́к
kangaroo	noun	кенгуру́|кенгуру
kangaroo court	noun	паро́дия на суд|суд кенгуру́|шемя́кин суд
kangaroo jacket	noun	кенгуру́шка
kango	noun	канго́
kanji	noun	[[япо́нский]] [[иеро́глиф]]|кандзи́|кандзи
kaoliang	noun	[[гаоляновый|гаоля́новая]] [[во́дка]]|гаоля́н
kaolin	noun	каоли́н|каолини́т
kaolinite	noun	каолини́т|каолинит
kaon	noun	као́н
kaph	noun	каф|кяф
kapo	noun	капо́
kapok	noun	капо́к
kappa	noun	ка́ппа
kaput	adjective	капу́т
karakul	noun	кара́куль
karaoke	noun	карао́ке|караоке
karate	noun	карате́|каратэ́|каратэ
karateist	noun	карати́ст|карати́стка
karateka	noun	карати́ст|карати́стка|каратэ́ка
karma	noun	ка́рма|карма
karmic	adjective	карми́ческий
karnay	noun	карна́й
karoshi	noun	каро́си
karpas	noun	карпа́с
karting	noun	картинг
karyogram	noun	кариогра́мма
karyotype	noun	кариоти́п
kasha	noun	гре́чневая ка́ша|ка́ша
kashida	noun	каши́да|татви́ль
kashkaval	noun	кашкавал
kashrut	noun	кашру́т|коше́рность
kasra	noun	ка́сра|кя́сра
katabatic	adjective	нисходящий
katakana	noun	ката́кана|катака́на
katal	noun	катал
katana	noun	ката́на|катана
kathisma	noun	кафи́зма
kathoey	noun	като́й
katogo	noun	катого
katorga	noun	ка́торга
kava	noun	ка́ва|кава-ка́ва|пе́рец опьяня́ющий
kawaii	adjective	кава́йный|каваи́й
kawaiily	adverb	кава́йно
kawaiiness	noun	кава́ий|кава́й|кава́йность
kay	noun	ка|кэй
kayak	noun	байда́рка|кая́к|каяк
kaymak	noun	кайма́к
kazoo	noun	казу́
kea	noun	ке́а
kebab	noun	кеба́б|шашлы́к
ked	noun	кровососка
keel	noun	киль|лодочка
keel over	verb	переверну́ться|вы́рубиться|отключи́ться
keelboat	noun	[[килево́е]] [[су́дно]]
keelson	noun	кильсо́н
keen	adjective	проница́тельный|сообрази́тельный|интенси́вный|ре́зкий|си́льный|острый
keen on	adjective	интересующийся|любящий
keep	noun	цитаде́ль|содержа́ние|обеспе́чивать|обеспе́чить|содержа́ть|храни́ть
keep a low profile	verb	тихариться
keep an eye on	verb	[[не спускать глаз|глаз не спуска́ть]]|держать глаз на|пригля́дывать|пригляде́ть|присма́тривать|присмотре́ть
keep an eye peeled	verb	держа́ть у́хо востро|держа́ть ушки на макушке|смотре́ть в о́ба
keep it up	verb	продолжа́ть в том же духе
keep on	verb	продолжа́ть
keep one's ears open	verb	держа́ть у́хо востро́|держа́ть у́шки на маку́шке
keep one's lips sealed	verb	держа́ть рот на замке|держа́ть язы́к за зубами
keep one's mouth shut	verb	держа́ть язы́к за зуба́ми
keep one's word	verb	сдержа́ть сло́во
keep quiet	verb	молча́ть|недогова́ривать|ума́лчивать|ута́ивать
keep someone company	verb	подде́рживать компа́нию|поддержа́ть компа́нию
keep the change		сда́чи не на́до
keep track	verb	отсле́живать|отследи́ть|проследи́ть|следи́ть
keep up	verb	поддерживать|сохранять|продолжать
keep up appearances	verb	де́лать хоро́шую ми́ну при плохо́й игре́|держа́ть хоро́шую ми́ну при плохо́й игре́|сохраня́ть хоро́шую ми́ну при плохо́й игре́
keeper	noun	охра́нник|сто́рож|стра́жник|храни́тель|храни́тельница|контрга́йка
keepsake	noun	сувени́р
keffiyeh	noun	куфи́я
kefir	noun	кефи́р|кефир
keftedes	noun	кефтедес
keg	noun	бочо́нок
keiki	noun	кеики
keirin	noun	кейрин
keister	noun	я́годицы
kek		кек
kelp	noun	[[бурый|бу́рая]] [[во́доросль]]|ламина́рия
kelp gull	noun	доминика́нская ча́йка
kelpie	noun	ке́лпи
kelvin	noun	ке́львин|кельвин
ken	noun	кругозо́р|знать
kendhang	noun	генданг
kendo	noun	кэндо́
kenesa	noun	кена́сса
kennel	noun	бу́дка|конура́|пса́рня
kenning	noun	ке́ннинг
kepi	noun	ке́пи
kept woman	noun	содержа́нка
keratin	noun	керати́н|рогово́е вещество́
keratitis	noun	керати́т
keratoconus	noun	кератоконус
kerb	noun	бордю́р|поре́брик
kerchief	noun	косы́нка|плато́к|плато́чек
kerf	noun	зару́бка|надру́б|пропи́л|[[ширина́]] [[развод|разво́да]] [[зуб|зу́бьев]] [[пила|пилы́]]
kerfing	noun	[[ко́нтробечайка]] с [[пропил|пропи́лами]]
kerfuffle	noun	сумато́ха
kernel	noun	су́щность|суть|ядро́|сердцеви́на|зерно́|зёрнышко
kernel of truth	noun	зерно́ и́стины
kerosene	noun	кероси́н
kerygma	noun	ке́ригма
kestrel	noun	пустельга́|пустельга́ обыкнове́нная
ketamine	noun	кетами́н|кетамин
ketch	noun	кеч
ketchup	noun	ке́тчуп|тома́тный со́ус|кетчуп
ketone	noun	кето́н|кетон
ketose	noun	кето́за
kettle	noun	котёл|ча́йник
kettlebell	noun	ги́ря
kettledrum	noun	лита́вра
key	adjective	важне́йший|веду́щий|гла́вный|ключево́й|основно́й|ключ|вводи́ть
key fob	noun	брело́к
key performance indicator	noun	КПЭ|ключево́й показа́тель эффекти́вности
keyboard	noun	клавиату́ра|клавиатура|клавишный|синтеза́тор|наби́ть|набива́ть
keyboard shortcut	noun	бы́страя кла́виша|горячая кла́виша|клавишная комбина́ция быстрого вызова|сокращённая клавиатурная кома́нда|шорткат|шоткат
keyboard warrior	noun	клавиату́рный во́ин
keyboardist	noun	клавишник
keychain	noun	брело́к|цепо́чка
keygen	noun	кейген
keyhole	noun	замо́чная сква́жина|замочная скважина
keyhole saw	noun	[[узкий|у́зкая]] [[ножо́вка]]
keypad	noun	цифрова́я клавиату́ра|цифрово́й блок
keyring	noun	брело́к|[[кольцо́]] для [[ключ|ключе́й]]
keystone	noun	замко́вый ка́мень|замо́к
keystroke	noun	[[нажа́тие]] [[клавиша|кла́виш(и)]]
keyword	noun	ключево́е сло́во|ключевое слово
khachapuri	noun	хачапу́ри|хачапури
khachkar	noun	хачка́р
khagan	noun	кага́н
khaganate	noun	кагана́т
khaki	adjective	ха́ки|цвет ха́ки
khalat	noun	хала́т
khaltura	noun	халту́ра
khan	noun	хан|кага́н
khananda	noun	ханенде
khanate	noun	ха́нство|ханство
khanjar	noun	кинжа́л|ханджа́р
khash	noun	хаш
khat	noun	кат
khata	noun	Хада́к
khedive	noun	хеди́в
khedivial	adjective	хеди́вский
khinkali	noun	хинкали
khokhol	noun	хохол
kholop	noun	холо́п
khorovod	noun	караго́д|корово́д|хо́ра|хорово́д
khrushchevka	noun	хрущоба|хрущёвка
khural	noun	хура́л
khutbah	noun	ху́тба
khutor	noun	ху́тор
khuushuur	noun	хушу́р
kibble	verb	дроби́ть
kibbutz	noun	кибу́ц|кибуц
kibbutznik	noun	кибу́цник|кибу́цница
kibibyte	noun	кибиба́йт
kibitka	noun	киби́тка
kibitz	verb	болта́ть|дава́ть|непрошенный|подска́зывать|подсказа́ть|совет
kibitzer	noun	надое́да|непро́шеный зри́тель
kick	noun	пино́к|пнуть|пина́ть|ляга́ть|лягну́ть|ки́кать
kick against the pricks	verb	арта́читься
kick ass	verb	[[показа́ть]], на что ты [[способный|спосо́бен]]/[[способный|спосо́бна]]|быть [[классный|кла́ссным]]|быть [[невъебенный|невъебе́нным]]|быть [[охуенный|охуе́нным]]|быть [[охуительный|охуи́тельным]]|впечатли́ть
kick in	verb	включаться|неожи́данно|подключаться|вышиба́ть|вноси́ть|доля
kick in the pants	noun	пе́ндель
kick out	verb	[[вы́гнать]] [[пинок|пинка́ми]]|[[выгоня́ть]] [[пинок|пинка́ми]]|вы́швырнуть|вышвы́ривать
kick someone when they are down	verb	бить лежа́чего
kick someone's ass	verb	выебать|дать пизды
kick the bucket	verb	откинуть копыта|дать ду́ба|коньки́ отбро́сить|почить в бозе|преставиться|приказа́ть до́лго жить
kick-ass	adjective	выёбистый
kick-off	noun	[[введе́ние]] [[мяч|мяча́]] в [[игра|игру́]]|кик-о́фф|нача́ло|старт
kickback	noun	отка́т
kickboxer	noun	кикбо́ксер|кикбо́ксерша
kickboxing	noun	кикбо́ксинг|кикбоксинг
kicker	noun	подвох
kicksled	noun	фи́нские са́нки|са́нки
kickstand	noun	подно́жка|сто́йка
kid	noun	девчо́нка|мальчи́шка|паца́н|ребёнок|па́рень|козлёнок|надува́ть
kidnap	noun	похище́ние|похища́ть|ворова́ть|вы́красть|выкра́дывать|красть
kidnapper	noun	похити́тель|похити́тельница
kidnapping	noun	кидне́ппинг|киднэ́ппинг|похище́ние
kidney	noun	по́чка|почка|по́чки
kidney bean	noun	[[красный|кра́сная]] [[фасо́ль]]
kidney stone	noun	ка́мень в по́чках|по́чечный ка́мень
kidskin	noun	ла́йка|шевро́
kielbasa	noun	колбаса́
kike	noun	жид|жидо́вка|жидо́к
kikimora	noun	кики́мора|шиши́мора
kill	noun	уби́йство|убие́ние|убо́й|[[смерте́льный]] [[уда́р]]|добы́ча|же́ртва|убива́ть
kill the goose that lays the golden eggs	verb	заре́зать ку́рицу, несу́щую золоты́е я́йца
kill time	verb	уби́ть вре́мя|убива́ть вре́мя
kill two birds with one stone	verb	уби́ть одни́м вы́стрелом двух за́йцев|убить одним выстрелом двух зайцев
killable	adjective	убиваемый
killdeer	noun	крикли́вый зуёк
killed in action	adjective	[[уби́т]] в [[бой|бою́]]
killer	noun	уби́йца|ки́ллер
killer whale	noun	каса́тка|кит-уби́йца|коса́тка
killing	adjective	смерте́льный|уби́йственный|[[лише́ние]] [[жизнь|жи́зни]]|уби́йство|убие́ние|убо́й
killing spree	noun	бойня
kiln	noun	[[сушильный|суши́льная]] печь|печь для [[обжиг|о́бжига]] и [[сушка|су́шки]]
kilo	noun	кило́|кило
kilo-		кило-
kilobit	noun	килоби́т
kilobyte	noun	килоба́йт|килобайт
kiloflop	noun	килофло́пс
kilogram	noun	кило́|килогра́мм|килограмм
kilohertz	noun	килогерц
kilojoule	noun	килоджо́уль
kilometrage	noun	километра́ж|пробе́г
kilometre	noun	верста́|киломе́тр|километр
kiloohm	noun	килоо́м
kiloton	noun	килото́нна
kilovolt	noun	килово́льт
kilowatt	noun	килова́тт
kilowatt-hour	noun	килова́тт-час
kilt	noun	килт|[[шотландский|шотла́ндская]] [[ю́бка]]
kimbap	noun	кимба́п|суши
kimchi	noun	кимчи́|кимчхи́
kimchi-jjigae	noun	кимчи чиге́|кимчхиччигэ́
kimono	noun	кимоно́|кимоно
kin	noun	[[ро́дич]]и|[[ро́дственник]]и|[[соро́дич]]и|родня́
kind	adjective	до́брый|доброду́шный|доброжела́тельный|дружелю́бный|любе́зный|серде́чный|ка́чество
kind of	adverb	вро́де|своего́ ро́да|ти́па
kindergarten	noun	де́тский са́дик|де́тский сад|детса́д|детса́дик|са́дик|сад
kindergartner	noun	детса́довец|детса́довка|воспита́тель|воспита́тельница
kindhearted	adjective	до́брый|добросерде́чный
kindjal	noun	кинжа́л
kindle	verb	заже́чь|зажига́ть|запа́ливать|запали́ть|разже́чь|разжига́ть
kindling	noun	растопка
kindly	adjective	до́брый|благожелательно|добродушно|будьте добры|будьте любезны|извольте
kindness	noun	доброжела́тельность|доброта́|любе́зность
kindred	adjective	ро́дственный
kindred spirit	noun	родственная душа́
kinematic	adjective	кинемати́ческий
kinematics	noun	кинема́тика|кинематика
kinesiological	adjective	кинезиологи́ческий
kinesiology	noun	кинезиоло́гия
kinesthesia	noun	кинестези́я
kinesthetic	adjective	кинестетический
kinetic	adjective	кинети́ческий
kinetic energy	noun	кинети́ческая эне́ргия
kinetics	noun	кине́тика
kinetochore	noun	кинетохо́р
kinfolk	noun	[[ро́дич]]и|[[ро́дственник]]и|[[соро́дич]]и|родня́
king	noun	король|царь|князь|коро́ль|властели́н|да́мка
king cake	noun	пиро́г волхво́в
king cobra	noun	короле́вская ко́бра
king eider	noun	га́га-гребену́шка
king of beasts	noun	ца́рь звере́й|король животных
king of birds	noun	царь-птица
king of clubs	noun	кресто́вый коро́ль|тре́фо́вый коро́ль
king of diamonds	noun	бубно́вый коро́ль|коро́ль бу́бен
king of hearts	noun	коро́ль черве́й|черво́вый коро́ль
king of herrings	noun	обыкновенная реме́нь-ры́ба|ремнете́л|сельдяно́й коро́ль
king of kings	noun	царь царе́й
king of spades	noun	коро́ль пик|пи́ковый коро́ль
king of the hill	noun	царь горы́
king penguin	noun	короле́вский пингви́н
king quail	noun	расписно́й пе́репел
king trumpet mushroom	noun	вёшенка степна́я|короле́вская|степно́й бе́лый гриб
king vulture	noun	короле́вский гриф
king's ransom	noun	большо́й куш
kingdom	noun	короле́вство|ца́рство|королевство|мир|царство
kingdom come	noun	тот свет
kingfisher	noun	зиморо́док|зимородок
kinglet	noun	царёк|королёк
kingmaker	noun	делатель королей
kingpin	noun	вал|ось|шкво́рень|[[важный|ва́жное]] [[лицо́]]|[[центральный|центра́льная]] [[фигу́ра]]
kingship	noun	[[королевский|короле́вская]] власть
kininase	noun	кининаза
kink	noun	заги́б|заско́к|извращение|изги́б|ненорма́льность|отклонение|перегну́ться
kinkajou	noun	кинкажу́
kinky	adjective	кудря́вый|курча́вый|кучеря́вый|извращённый|ненорма́льный|своеобра́зный
kinship	noun	родство́|бли́зость|подо́бие|схо́дство
kinsman	noun	ро́дственник
kinswoman	noun	ро́дственница
kiosk	noun	бу́дка|кио́ск|ларёк|автома́т|бесе́дка
kip	noun	кип|дрёма|со́н|всхрапну́ть|заночева́ть|перекантова́ться
kippah	noun	ермо́лка|кипа́
kipper	noun	копчёная селёдка
kirigami	noun	кирига́ми
kirikane	noun	кириканэ
kisaeng	noun	кисэ́н
kisel	noun	кисе́ль
kismet	noun	кисме́т|судьба́
kiss	noun	поцелу́й|безе́|поцелуй|целова́ть|поцелова́ть|целова́ться
kiss me		поцелу́й меня́
kiss my ass		иди́ в жо́пу
kissaten	noun	киссатэ́н
kissing gourami	noun	хелосто́ма|целу́ющийся гура́ми
kit	noun	снаряже́ние|экипиро́вка|компле́кт|набо́р|обору́дование
kit fox	noun	америка́нская лиси́ца
kitchen	noun	ку́хня|кухня
kitchen cabinet	noun	[[ку́хонный]] шкаф|кухонный кабинет
kitchen knife	noun	[[ку́хонный]] нож
kitchen sink	noun	всякая всячина
kitchenette	noun	ку́хонька
kitchenhand	noun	[[помо́щник]] [[повар|по́вара]]|[[помо́щница]] [[повар|по́вара]]
kite	noun	ко́ршун|коршун|змей|возду́шный змей|дельто́ид|воздушный змей|запуска́ть зме́я
kith	noun	[[друг|друзья́]] и [[знакомый|знако́мые]]
kith and kin	noun	родны́е и бли́зкие
kitsch	noun	китч
kitschy	adjective	ки́тчевый
kitsune	noun	кицу́нэ
kitten	noun	котёнок|лисёнок|барсучо́нок|бельчо́нок|ежо́нок|зайчо́нок
kittiwake	noun	мо́евка
kitty	noun	котёнок|ки́са|ки́ска|ко́тик|ко́шечка|ко́шка
kiwi	noun	ки́ви|киви
kiwi fruit	noun	ки́ви
kiyi	noun	похоро́нка|похоро́нная
klatch	noun	посиде́лки
klaxon	noun	гудо́к|кла́ксон|клаксо́н
kleptocracy	noun	клептокра́тия
kleptocratic	adjective	клептократи́ческий
kleptomania	noun	клептома́ния|клептомания
kleptomaniac	noun	клептома́н|клептома́нка
kleptoparasitism	noun	клептопаразитизм
klipspringer	noun	антило́па-прыгу́н|клиппшпрингер
kliros	noun	кли́рос
kludge	noun	время́нка|косты́ль
klutz	noun	недотёпа|неуме́ха|простофи́ля|растеря́ха|растя́па|у́валень
knack	noun	сноровка
knapsack	noun	рюкза́к
knapweed	noun	чёрный василёк
knave	noun	ма́льчик-слуга́|прислу́жник|лаке́й|жу́лик|негодя́й|плут
knavery	noun	вы́ходка|проде́лка|прока́за|жу́льничество|моше́нничество|надува́тельство
knead	verb	заме́шивать|замеси́ть|меси́ть
kneaded eraser	noun	кля́чка|сни́мка
kneading	noun	заме́шивание
kneading trough	noun	дежа́|квашня́|но́чвы
knee	noun	колено|коле́но|наколе́нник
knee pad	noun	наколе́нник
knee-deep	adjective	по коле́но
knee-high	noun	гольф
knee-high to a grasshopper	adjective	метр в прыжке́|метр с ке́пкой|от горшка́ два вершка́
kneecap	noun	коле́нная ча́шечка|надколе́нник|надколе́нная ча́шка
kneel	verb	[[стоя́ть]] на [[колено|коле́нях]]|преклоня́ться
knell	noun	звон|звони́ть
knickerbockers	noun	бри́джи
knife	noun	нож|но́жик|перо́|теса́к|фи́нка|ле́звие|заколо́ть
knife pleat	noun	односторо́нняя незастро́ченная скла́дка|пряма́я скла́дка
knife-edge	noun	ле́звие ножа́
knight	noun	ры́царь|богаты́рь|ви́тязь|рыцарь|конь|ло́шадь|посвяща́ть в ры́цари
knight of the post	noun	[[профессиона́льный]] [[лжесвиде́тель]]
knight-errant	noun	стра́нствующий ры́царь
knighthood	noun	ры́царство
knish	noun	кныш
knit	verb	вяза́ть|связа́ть|вязать|спла́чивать|сплоти́ть
knit one's brows	verb	мо́рщить лоб|мо́рщиться|намо́рщить лоб|намо́рщиться|нахму́рить бро́ви|нахму́риться
knitted	adjective	вязаный|трикотажный
knitter	noun	вяза́льщик|вяза́льщица
knitting	noun	вяза́ние|трико́|трикота́ж
knitting machine	noun	вяза́льная маши́на
knitting needle	noun	вяза́льная спи́ца|спи́ца
knitwear	noun	трикота́ж|трикота́жные изде́лия
knob	noun	ру́чка|вы́пуклость
knobhead	noun	болван|дурак|идиот|тупица
knock	noun	стук|удар|постуча́ть|сту́кнуть|стуча́ть|полива́ть
knock about	verb	напа́сть|напада́ть|зави́снуть|зависа́ть|тусова́ться|зависать
knock back	verb	огоро́шить|ошеломи́ть|ошеломля́ть|шоки́ровать|опроки́нуть|опроки́дывать
knock down	verb	вали́ть|повали́ть|сбива́ть|сбить|сбивать
knock for a loop	verb	обескура́жить|ошара́шить
knock it off	verb	завязывать|кончать
knock off	verb	сбива́ть|сбить|ста́лкивать|столкну́ть
knock on wood	verb	тьфу-тьфу|тьфу-тьфу-тьфу|постуча́ть по де́реву|сплю́нуть че́рез ле́вое плечо́
knock out	verb	вы́бить|выбива́ть|вырубить|нокаутировать
knock up	verb	[[де́лать]] [[беременная|бере́менной]]|[[сде́лать]] [[беременная|бере́менной]]|обрюха́тить|разминаться
knock-knock		тук-ту́к
knock-up	noun	разминка
knockdown	noun	нокда́ун
knocker	noun	критика́н|критика́нка|приди́ра
knockoff	noun	подделка
knockout	adjective	сногсшиба́тельный|нока́ут
knoll	noun	буго́р|бугоро́к|го́рка|приго́рок|со́пка|хо́лмик
knot	noun	у́зел|узел|клубо́к|колту́н|завито́к|сук|завязывать/завязать узлом
knot theory	noun	тео́рия узло́в
knotty	adjective	сучкова́тый|запу́танный
knotweed	noun	горе́ц|спо́рыш
knout	noun	кнут|бич|нага́йка|ро́зга|хлыст
know	verb	знать|ве́дать|ведать|испыта́ть|испыты́вать|пережи́ть
know inside and out	verb	знать вдоль и поперёк|знать назубо́к
know like the back of one's hand	verb	знать как свои́ пять па́льцев
know one's own mind	verb	себе́ на уме́
know the score	verb	знать, что к чему́
know thyself		позна́й самого́ себя́
know which end is up	verb	понима́ть, что к чему́
know-how	noun	ноу-ха́у
know-it-all	noun	всезна́йка|зна́йка
knowingly	adverb	понима́юще
knowledge	noun	зна́ние|осведомлённость|знание|понима́ние|зна́ния
knowledge is power		зна́ние — си́ла
knowledgeable	adjective	зна́ющий|образо́ванный|учёный|информи́рованный|осведомлённый
known	adjective	изве́стный
knuckle	noun	суста́в па́льца
knurl	noun	нака́тка
